domain,MX_found,SPF,SPF_valid,SPF_secure,DMARC,DMARC_valid,DMARC_secure,DKIM,DKIM_selector,DKIM_valid,DNSSEC_signed
eletronuclear.gov.br,True,v=spf1 a mx include:spf.protection.outlook.com include:spf-us.tmes.trendmicro.com include:inpost.tmes.trendmicro.com -all ,True,False,v=DMARC1; p=quarantine; rua=mailto:admserv@eletronuclear.gov.br,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0NWLdrONDexgUWvPgvOm8x48SYfJrfjWRX1JU5YtmHBIOoj7OZyyexAWkCQ0VEvHkxFXzFARDhqFwmSXzqaLW/ZLPaDQN2zlyLvIfndOtVtA+IK2MOJpBFmDLklMymo8CaGvqCIdkOIaGdDNoNXHzR6wjpBSKHGcX8QyX5bCNqRqU95mtxFznuQQ6ku/ghyPc"" ""TaNNlz/jcRP1xglWIkCTjKEPBXYHdP2Cw/pb3HLV9xdegIWK+koXjsIE4+Ca2760QWK+jWH84+BjJ1TuzVkdj5G/RNepXIxgLHxNAQ6087wx1HvdUsJRmVaZZMyi9ZICTpASAzQzTf1IWAUAmy9JQIDAQAB;",selector1,True,False
eletrosul.gov.br,False,,False,False,,False,False,,,False,False
eln.gov.br,False,,False,False,,False,False,,,False,False
embrapa.gov.br,False,,False,False,,False,False,,,False,False
embratur.gov.br,False,,False,False,,False,False,,,False,False
emgea.gov.br,True,v=spf1 a mx ip4:187.32.152.73 ip4:187.32.152.74 ip4:200.152.40.96 -all,True,True,v=DMARC1; p=none,True,False,,,False,False
emgepron.gov.br,True,v=spf1 ip4:187.29.162.0/24 ip4:187.29.11.0/24 -all,True,True,v=DMARC1; p=reject; rua=mailto:ctim.spam@emgepron.gov.br; ruf=mailto:ctim.spam@emgepron.gov.br; sp=reject; aspf=r,True,True,"v=DKIM1; k=rsa; s=email; "" ""p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEArodBOfz2t1WUZyqx577P2AF0NXBdxcRwPJv6FpoSWqI81rWhgT1hogIbo3QDly2gUKZjFd0LmjR8MWadjBIQ010JeJx/Vf1590SaK3zkK7mSmUoAVdI/BW/qcTEeC9XEnyjYbDg9M/1TIUVTzNpFlUqBv5fNkcWCknsWJFuyAqT8chOVk+maQV6blRa5k1bosy/STDLHWnu+hu"" ""FESWBZqGlWicnbLChDXe0g8wqs4/YWpA3LBZXcWQ6LkSrAVRt99q0IN8oPpbs/VACX+6WSDxERJiAh0gXURwZD/d/RZL1vOKW85Bt/2u4cH5fe8+tg7izpCSSh/TyIV5y9ePQBvQIDAQAB",emgepron,True,False
emprel.gov.br,True,v=spf1 include:spf.emprel.gov.br ~all,True,True,v=DMARC1; p=none; sp=none; rua=mailto:wandersonlima@recife.pe.gov.br; ruf=mailto:wandersonlima@recife.pe.gov.br; rf=afrf; pct=100; ri=86400,True,False,,,False,False
empresa.gov.br,False,,False,False,,False,False,,,False,False
empresasimples.gov.br,False,,False,False,,False,False,,,False,False
enamat.gov.br,False,,False,False,,False,False,,,False,False
enap.gov.br,True,v=spf1 include:spf.protection.outlook.com ip4:200.130.16.39/32 ip4:200.130.16.40/32 ip4:200.130.16.41/32 ip4:200.130.16.45/32 ip4:56.125.187.241/32 -all,True,True,v=DMARC1; p=quarantine; sp=quarantine; aspf=s; adkim=s; pct=100; rua=mailto:dmarc-rua@enap.gov.br; ruf=mailto:dmarc-ruf@enap.gov.br; fo=1,True,True,"v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDrbgh14gEFDkinaT1UNramZCRM+i91bs4G0Frc0R5oOw+Gu9smC1Nr/uGc/VDqiZaiIj5w3hVvq8n2+jpGEo35F7yxMk3spttSZot2cv/Evi21seWmB+u+k/aO2jwexpkywrUX7C2XuH+/fNBuG0fRPWaiXbngFk4uelY/yrF0vwIDAQAB; n=1024,1487641276,1"" ""503279676",selector1,True,False
enbpar.gov.br,True,v=spf1 ip4:200.152.40.96 include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=quarantine; pct=50; rua=mailto:dmarc-reports@enbpar.gov.br; ruf=mailto:dmarc-reports-failures@enbpar.gov.br; aspf=r; adkim=r; fo=1,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA/C24UbJYJOOBBKwwWowK9vS9xJuuUNPo0QV3QC56mqFdb4dmxkvs0k2HRUt9gqShd/NX0kNNgyDAH0Af0esaK8shJQc/lt39KC7shXn9Z4XeuTe/Jthb0rDTRPb5ycBkPBTeG1gUzxDl5ib7n4ne5SNPMIAq9pIQpPP88AkFaWDOJ/7odTAL43XU/85nqlz9N"" ""tj+cfawdkW5mLK+xBkkI9dfOYvYNqOYpbbu3G5qKR/TAJhKT3QVNxoLPu7qwKoxXaJJqrUpCeLgKj3PmOGjZvd1r2vxNIOXn884sKhGoJnABzYsU7ySgvcLHyndRNJT/voMh0Ml6EuGA1fs1cZ70QIDAQAB;",selector1,True,True
enccla.gov.br,False,,False,False,,False,False,,,False,False
energiaboavista.gov.br,False,,False,False,,False,False,,,False,False
energiabv.gov.br,False,,False,False,,False,False,,,False,False
ensaiosclinicos.gov.br,True,,False,False,,False,False,,,False,True
entespublicos.gov.br,False,,False,False,,False,False,,,False,False
environment.gov.br,False,,False,False,,False,False,,,False,False
epe.gov.br,True,v=spf1 ip4:200.152.40.96 ip4:155.204.179.36 ip4:177.47.116.36 ip4:177.38.96.132 ip4:177.47.116.40 ip4:177.38.96.130 ip4:155.204.176.114 ip4:155.204.176.118 include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=none; rua=mailto:dmarc.reports@epe.gov.br; ruf=mailto:dmarc.reports@epe.gov.br; fo=1; aspf=s; adkim=r; sp=reject; ri=86400;,True,True,"v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDEY5M3DK5kPjGLcwUpOzrSvQq+4RznctJfod32OxoYHDMbcEPYsMl1EepSdbJtWRdhQcNsDae9pIzCzKF/C/IhFQoXTI2/qLfpL7vXJyCv1H5yZOBpRUmA0JlUIJRU3cikMRtvlat5loNcJ7m6bAhSI4T9WRqb2rgSlCtsO2hJMQIDAQAB; n=1024,1488804298,1"" ""504701898",selector1,True,True
epl.gov.br,False,,False,False,,False,False,,,False,False
epost.gov.br,False,,False,False,,False,False,,,False,False
eproc-pr.gov.br,False,,False,False,,False,False,,,False,False
eproc-rs.gov.br,False,,False,False,,False,False,,,False,False
eproc-sc.gov.br,False,,False,False,,False,False,,,False,False
eproc.gov.br,False,,False,False,,False,False,,,False,False
equilibriodecontas.gov.br,False,,False,False,,False,False,,,False,False
errec.gov.br,False,,False,False,,False,False,,,False,False
es.gov.br,True,v=spf1 ip4:201.62.46.25 ip4:201.62.44.39 ip4:201.62.44.40 ip4:201.62.44.139 ip4:201.62.44.16 ~all,True,True,,False,False,,,False,False
esamur.gov.br,False,,False,False,,False,False,,,False,False
escoladotrabalhador.gov.br,False,,False,False,,False,False,,,False,False
escolavirtual.gov.br,False,,False,False,,False,False,,,False,False
esd.gov.br,True,v=spf1 include:spf.protection.outlook.com include:defesa.gov.br -all,True,True,v=DMARC1; p=quarantine; rua=mailto:dmarc-reports@esd.gov.br; ruf=mailto:dmarc-reports@esd.gov.br; sp=none; aspf=r;,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAt4Ebemurnw8fIosL+qnlGlHdpSS75y5cp8wmDdN/YwI3/lCB+7+Vd6/zGxFFCIxiOkoght62gXkR7P0lMmW26mFZtysvPaHtNwV2UY6eMep8dAYWr4jKSEnz0KLMiAhtuWQ/8l+kOe+rASxhhSYRBd20FW/WhN2a4gVEmE9p2AqdwrqALrL/muoU0gPSr+dif"" ""3xm9l8XioCN+j/kdHt1BdcQ9IGGRnxdNMgRqO51Ds7T8OaA6qOtcK4fgzh6H/DoGlR5+jGBkFytpRMXHS5sPL15o9ILxnJqbzck5qZe4tPP/nFNmpmsW+6Rbr3Rawj+dnvBu6w6Kb/FICYOpo5KVQIDAQAB;",selector1,True,True
esic.gov.br,False,,False,False,,False,False,,,False,False
esmpu.gov.br,False,,False,False,,False,False,,,False,False
esocial.gov.br,True,v=spf1 ip4:161.148.21.192/26 ip4:161.148.50.192/26 -all,True,True,,False,False,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDFstNHtOKN6gFx7nLM/8GqW2MCyRQjLc2bF5gCS948fMoV6J/RjPkk38UOIMulyVlE0a2CDZgtlf1pTkNzvdsPrghBQIJMRre5tJLQIk8CNTaegPEchI6ZH66kEc6qXp8m7UvOrMfDMkusBa+JxtDm3yM5n/1gfRdGoBKddfgxIQIDAQAB,default,True,False
esporte.gov.br,True,v=spf1 include:spf.protection.outlook.com ip4:200.198.205.23/32 ip4:200.198.205.20/32 -all,True,True,v=DMARC1; p=none; rua=mailto:equipewindows@cidadania.gov.br; fo=0; adkim=r; aspf=r; pct=100; rf=afrf; ri=86400; sp=none,True,False,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0dJcVSLhcGz+otkvM5W21QWy2gI4hCjnGShmZeNOtggi9dsuq276NzpptdrxjQgdEmwAnqLdl90qNJJdkYfBKrilGxgJ2qhPxE8l4G5mUzWp8nj39i990x6a4zHF65ohJb3fQQCpAo731g7ZhIARVfCQ/ai5aIiCvTWcMqcd/wSdMYoSInAcvoxowl/wWirh4"" ""lg/7J+xBu4X7dKZbh/crhp6dBr6oEfSmquhKcdnTI9hKorQmphS4GVjghjA+jkcpHbswem1+p3zPfZhfpe6dRU4Oowx1B7smNn8zxkx4uLSFjExGPfxIbNnd/Uro7yJ+CDNwQzPN++pAXTnjQxbLQIDAQAB;",selector1,True,False
esportiva.gov.br,False,,False,False,,False,False,,,False,False
etfc.gov.br,False,,False,False,,False,False,,,False,False
eufiscalizo.gov.br,False,,False,False,,False,False,,,False,False
eusoumaismedico.gov.br,False,,False,False,,False,False,,,False,False
eusoumaismedicos.gov.br,False,,False,False,,False,False,,,False,False
evg.gov.br,False,,False,False,,False,False,,,False,False
exercito.gov.br,False,,False,False,,False,False,,,False,False
expofeiras.gov.br,False,,False,False,,False,False,,,False,False
exportadoresbrasilenos.gov.br,False,,False,False,,False,False,,,False,False
expresso.gov.br,True,v=spf1 ip4:161.148.173.0/24 ip4:161.148.24.0/24 ip4:161.148.21.0/24 -all,True,True,,False,False,,,False,False
fab.gov.br,False,,False,False,,False,False,,,False,False
faesa-oscip.gov.br,False,,False,False,,False,False,,,False,False
faroldodesenvolvimento.gov.br,False,,False,False,,False,False,,,False,False
fat.gov.br,True,v=spf1 +a +mx +ip4:189.9.32.0/25 ?all,True,False,,False,False,,,False,True
fazenda.gov.br,True,v=spf1 ip4:161.148.21.192/26 ip4:161.148.50.192/26 ip4:200.152.40.96/32 include:spf.protection.outlook.com include:spf.mlicloud.com -all,True,True,v=DMARC1; p=quarantine; pct=5; rua=mailto:postmaster@fazenda.gov.br; ruf=mailto:postmaster@fazenda.gov.br; fo=1,True,True,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQC37tjLFNh7RqHxjv6EiupRo5Oh6S/f40r3TKtdlSAjwHcy6G9IXiuPWjwTW8Vd4QIwZoiUytqt9S8xRwjf2jZaeP9GRDHQ0s8tCfGTqCVJ74BvcaeN0lOzrCVWZQB7Byuowq9LpgQQWCpw/2EPcc21BP+u3nC2pRG1D4J4tTskGwIDAQAB,default,True,True
fbn.gov.br,False,,False,False,,False,False,,,False,False
federal.gov.br,False,,False,False,,False,False,,,False,False
federalcap.gov.br,False,,False,False,,False,False,,,False,False
federalcard.gov.br,False,,False,False,,False,False,,,False,False
fgts.gov.br,False,,False,False,,False,False,,,False,False
fhdf.gov.br,False,,False,False,,False,False,,,False,False
fibge.gov.br,True,"v=spf1 include:outlook.com ~all"" ",True,False,,False,False,,,False,False
finame.gov.br,False,,False,False,,False,False,,,False,False
finep.gov.br,True,v=spf1 ip4:179.107.46.14 ip4:200.212.144.20 include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=quarantine; rua=mailto:postmaster@finep.gov.br.; ruf=mailto:postmaster@finep.gov.br.; sp=quarantine,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA4FZUl3QzjoTYxgYkADGsxziuW9D24+o2xsrabvkl6xHdlgjH6gFf8ont+vGQQsdmPPFDDR/LM7Zxx+coiWADW+w9GdMeofZpOgqTo1EIi/Fjl5kWgKm1r4FnYOH2S84JMn5bkCXHEyXmTJqH5+J3GSmzdgi5ceX87u8yophaBYK7600YnlMtn8OONRUNWZjW6"" ""R0QDG91x9QqvOeQ6dBmwg1Pigde6soVy8+u+9aQsSuoEBCkGRlmJtjqjn/gxG7PxQTzbRLlm74W436SnGHRq99QHk7Zzmk9G9aqaiA4pHKws5N/T9Tn1kr6tYWDQPMeqx3jmYnYOgDPdhHMcdy7cQIDAQAB;",selector1,True,False
fjp.gov.br,False,,False,False,,False,False,,,False,False
florestal.gov.br,True,v=spf1 mx ip4:189.84.138.198/32 include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=quarantine; rua=mailto:abuse@florestal.gov.br; ruf=mailto:abuse@florestal.gov.br; sp=none; fo=0,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1K1xoMTju+Mb3E2OzRzqHVL/LdbzsgRQ6slOS6J2fMEA66xuTH8ubypuX5sFXJNGVNvUfMkPcG454JXa9CCPgxHehvOYr269biDGuuLNsGQnRO8uHTDYvLD6lwZ5VEWIBLYOzmF3f3m07kLnmnHaY4n9aI4jBmkWRamGrmdM99s5KRYSnaaJE+n1gBhvcLbPf"" ""w7p7gRmFnHi6xTN/sal9qMRzhRhZLnEKypqwHtcGr10VZBOA9eWNGpeFylnUymWUsdS+i3za5L9fhjOR2N3fyiBKvwh+bcwkswFBlcjLSh5GePa3Xh2axXFXyzjD2Yoi9mczn5C0TWb458XkEpIJQIDAQAB;",selector1,True,True
fnde.gov.br,True,v=spf1 ip4:172.21.1.0/24 ip4:172.20.0.0/16 ip4:200.130.5.111 ip4:200.130.5.3 include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=quarantine; pct=100; rua=mailto:d@rua.fnde.gov.br; ruf=mailto:d@ruf.fnde.gov.br; fo=1,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAwp1fKWjjL3xSXmU0gjHA+HBVt562zz7Q52MEfcX9dRyNlOxNbSj0DGmXAqYXuWgp2JId1ni+fDVoLuxgTEkZPMtI2FTAHRM7AVqEYaxASj11/O1DlCzcR0+48/t/fxbZIV4r9bd6HG751stazkGgiz+deZ/UF7P7nx8Dsgn7KbltwIJBSzbsO4JW5xutsplkp"" ""rGdRcPEZn3H8Wof9ruA8dvO/z+DcO2fNoIulI6uCxxSp4QVimZ2fAvFeyo1VqbMrIh5dPX8MlCac+GPJG0cqC4AxtkHN1ph7aBVSPlxC1+QpURFyjK6UeV87Pa3iaxMp5A1GAluP+BnI/4Q1OtPFQIDAQAB;",selector1,True,True
focco-pb.gov.br,False,,False,False,,False,False,,,False,False
foccopb.gov.br,False,,False,False,,False,False,,,False,False
fomezero.gov.br,True,,False,False,,False,False,,,False,False
fonoaudiologia-1.gov.br,False,,False,False,,False,False,,,False,False
fonoaudiologia-rj.gov.br,False,,False,False,,False,False,,,False,False
forumpermanente.gov.br,False,,False,False,,False,False,,,False,False
forumsipec.gov.br,False,,False,False,,False,False,,,False,False
forumsocinfo.gov.br,False,,False,False,,False,False,,,False,False
frameworkdemoiselle.gov.br,False,,False,False,,False,False,,,False,False
frp.gov.br,False,,False,False,,False,False,,,False,False
funag.gov.br,True,"v=spf1 include:_spf.mailersend.net a ip4:5.161.68.12 ip4:5.78.101.113 ip4:65.109.111.240 ip4:31.220.81.200 ip4:177.15.131.215 ip4:177.15.131.216 ip4:177.15.131.217 ip4:177.15.131.218 ip4:177.15.131.219 ip4:177.15.131.220 include:_spf.localservices.com.br "" ""include:spf.protection.outlook.com -all",True,True,v=DMARC1; p=none; rua=mailto:rua@dmarc.brevo.com,True,False,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAmZv2goBbF7IM3LJYugE9SSDmHSfOaVTw2w4G/W57WucFAc6xJghoMDquHmYtSEK3IdXAhS7jlHfyCxyJO0Vc1rLOWDLn3ZHdxXZoKkeXpJORwCDFdZwHIQrfKeTUzJW9AYIM4t4CVrTcw6pXW8hcLWR4tvZ6vohx8G/dXeCGGWlm/8Pd5sE/wu+rE0n/k246i"" ""sssZFwYr+TrQzppK1dYqXYW2rCVtqxJy7Y8jWvg7mNCM7TSby8VywRwlFZjc0aDDO5htgh2AliFseGG2T70pyvNJH4Q/79Ul1WMKRRLLacTLijdNHGdJ63ExHICpbUxBy2a9rW3ok4EuIBQe9xweQIDAQAB;",selector1,True,True
funai.gov.br,True,v=spf1 ip4:189.9.55.11 ip4:189.9.55.12 include:_spf.fireeyecloud.com include:spf.protection.outlook.com include:mxsspf.sendpulse.com a mx ptr -all,True,True,v=DMARC1; p=quarantine; rua=mailto:postmaster@funai.gov.br,True,True,"\""v=DKIM1; k=rsa; h=sha256; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCmvefJeBHAte1Qc1Q2zG7l9ABoq6sxQ2TUoiHbNGOBsh7n/U3VokDYSpkbmfg6KfORpuu74W+Xy8ZFuhmG+gvGssHUdF0LKLc9/IKwYstG6n1W7MvzSH1iOKTS+dDmKRo8d0R3H4pdci+c/Hh+CUchtYQtX4BhO6V2TOnQiuN4HQIDAQAB\",selector1,True,False
funarte.gov.br,True,v=spf1 include:spf.homemurbano.com.br a:apps.homemurbano.com.br include:spf.protection.outlook.com ip4:178.238.225.65 ip4:49.13.221.216 ip4:65.109.111.240 ip4:177.23.193.206 ip4:200.20.198.2 include:amazonses.com -all,True,True,v=DMARC1; p=quarantine; rua=mailto:postmaster@funarte.gov.br; ruf=mailto:postmaster@funarte.gov.br; fo=0; adkim=r; aspf=s; pct=100; rf=afrf; ri=86400,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAqolURzpqDF8jGqmn/ON6ty3B6wAt+/oF28Qy6uUWvedKCOgy8wmVX8eSAi9/pFf4EUCJFnNFkxzGybvZkJj2szQ7rT91H7ntlFbTPxQkfJr/1dneqjFOAtqrBpkUoZbBxT5qhXW6rEOykG1KTGVgEtGrDNtcC9tEPA2P+rHsB3ypDDLIKN1Terx95pduNiW6H"" ""fheoHN4BGb408tfklItXPhl+9H6LurKPwEr5eu5kOqFAnbg1ov65d5PxFB8VvPMlk0yM7JY3H2WnvoXzgftZdO6nidzw+Sav8qEiXsQ0FDaVayRul5z9PZhX1BahpiC6uS364diA6LkQ20P+BPQiQIDAQAB;",selector1,True,False
funasa.gov.br,True,v=spf1  mx  mx:funasa-gov-br.mail.protection.outlook.com include:spf.protection.outlook.com include:spf.tmes.trendmicro.com -all,True,True,v=DMARC1; p=quarantine; sp=quarantine; pct=100; rua=mailto:dmarc@funasa.gov.br; ruf=mailto:dmarc@funasa.gov.br,True,True,,,False,False
fundacentro.gov.br,True,v=spf1 a mx include:spf.protection.outlook.com ip4:200.18.52.47 ip4:177.69.31.25 -all,True,True,v=DMARC1; p=none; rua=mailto:administrador@fundacentro.gov.br; ruf=mailto:administrador@fundacentro.gov.br; pct=100,True,False,"v=DKIM1; h=sha256; k=rsa; "" ""p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyJQSgwEI7vR9mLvCPo/lvo18uOu2OtSCyxc/7saEzj3omboFcT8DUK05anujSmYeT2WdN1IcDPRjT65OZ/JnX7lMsyxIgEgpFQjpy2spsm+5TwCN76KXUNsGU0UwbTgGyShgVp96dCOH3PUakMhsov+FzslAm0N7jSBh747m2dDyJHoXx5jUjJ7CTsmepMPxpTJ+pPOPnl0FMl"" ""oUrzaE9H0IWPu7VkVcaV3i4eYo72+Arr/6JOqWVESCrKIOxz+yZNPNkqPCmlbDBen2PSa5EZTkjpUtvce7KIzg2TrBQEWdqWgV34LxgRtSuDmfvl0+Nmj9heNERuzTV/GCuklowwIDAQAB",s2,True,False
fundaj.gov.br,True,v=spf1 include:_spf.google.com ~all,True,True,v=DMARC1;p=none;rua=mailto:dsi.mail@fundaj.gov.br;ruf=mailto:dsi.mail@fundaj.gov.br;sp=none;fo=1;pct=100;ri=86400;,True,False,"v=DKIM1;k=rsa;p="" ""MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAr+kjVo6Of1sw9WGeeLw7uOeaZBOQlSid5fu4f7djISB4aCiYXTryAIJFL/FrOELUeXsdTQ4o+E4S61xgZx8qAsdwQxUxAIBIB1N+QBiF1cs1A3"" ""SgI439VoPyQWSfPOUxCFDfLjBGCmHzY5imptxqsQbb7mo4m1Xe6PxrO1ZKrjQLbOUt8VVBpQ9W+Tz4x5J5EfObYPapD/LpkhEDyPqvkpkdxAMRRZ2bgKKm9tJfp+EAfVuCVl6aXdRSUHpFW0kNFmfy8wqZ7dO/uqtQBmIKETkwYLZGpGZ0OGs58qfxdMEq2T/n6uOm3ak9Ug4DI8Nm/++MxgzLTRDbxVMG/FuRvQIDAQAB",google,True,False
fundoamazonia-bndes.gov.br,False,,False,False,,False,False,,,False,False
fundoamazonia.gov.br,True,v=spf1 include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=reject; aspf=s; adkim=s;,True,True,,,False,False
funpresp-exe.gov.br,False,,False,False,,False,False,,,False,False
funpresp.gov.br,True,v=spf1 ip4:54.233.169.182 ip4:18.230.43.91/32 include:mxsspf.sendpulse.com include:amazonses.com,True,False,v=DMARC1; p=quarantine; rua=mailto:abuse@funpresp.com.br; ruf=mailto:abuse@funpresp.com.br; sp=none; fo=0; adkim=r; aspf=r,True,True,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDGPEvRyLfzixv4R5RUbQR1EZh8f6Zk6XYPj1nDRihQpAjRV1kDxis6miGgpDSM4c4JaARLPOQuB3AzBxM+3t0x391vyNW8f2DeEKotp2eiw3FAO2xrepYT6v/kUI1qmGB/0FLhnzTmufJenJnM2VO0egNOPHHDB+Zub1n4oL5N8QIDAQAB,default,True,True
furnas.gov.br,False,,False,False,,False,False,,,False,False
g20.gov.br,False,,False,False,,False,False,,,False,False
gdf.gov.br,True,v=spf1 ip4:131.72.220.0/22 -all,True,True,,False,False,,,False,False
geipot.gov.br,False,,False,False,,False,False,,,False,False
gespublica.gov.br,False,,False,False,,False,False,,,False,False
gestao.gov.br,True,v=spf1 ip4:161.148.21.192/26 ip4:131.100.228.160/32 ip4:186.227.197.37/32 ip4:161.148.50.192/26 ip4:200.152.40.96/32 include:spf.protection.outlook.com include:spf.mlicloud.com -all,True,True,v=DMARC1; p=quarantine; pct=5; rua=mailto:dmarc@gestao.gov.br; ruf=mailto:dmarc@gestao.gov.br; fo=1;,True,True,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQC2LmFRRySLjLk3KZuBODn7vzuVoCLySXfU1FIYWf45lNUVPgFOU/XP2y/gKlxAob+xSTSIMnG0O6v0XANmznBoiJE3HlvphVfBATS5fTjdpYqIdCSEqREoq5mrHd/ti1V66xka2i/aK5tl1o/B0YKM4vNiTb16mS+Iebfn60GX4wIDAQAB,default,True,True
gestaoemdestaque.gov.br,False,,False,False,,False,False,,,False,False
gestaopublica.gov.br,False,,False,False,,False,False,,,False,False
gnre.gov.br,False,,False,False,,False,False,,,False,False
go.gov.br,True,,False,False,,False,False,,,False,True
goias.gov.br,True,v=spf1 mx ip4:45.183.244.63 ip4:45.183.244.47 include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc@goias.gov.br; aspf=r,True,True,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCGvoWR4JqQ/vVPyoi+T81SQunlJhkAYTBIj+TAtc6RDev6ItX+agq6v4NqfSTn3bfKdcOHzwQSqnOPmh0hhxdKal9UmDPkb7OaR9mn+KxiMxj8wI/wmTztR6UJEJauOBUnKajpLRtQM1C/muMIa+jP3hwkxN7xOZypb59+vZ1elwIDAQAB;,selector1,True,True
govbankingcaixa.gov.br,False,,False,False,,False,False,,,False,False
govdata.gov.br,False,,False,False,,False,False,,,False,False
governo.gov.br,True,v=spf1 ip4:170.246.252.0/23 ip4:177.15.129.0/24 -all,True,True,,False,False,,,False,True
governodigital.gov.br,False,,False,False,,False,False,,,False,False
governoeletronico.gov.br,False,,False,False,,False,False,,,False,False
gra.gov.br,True,v=spf1 ip4:161.148.4.212 ip4: 161.148.5.127 ip4:161.148.21.192/26 ip4:161.148.50.192/26  -all,True,True,,False,False,,,False,False
gsi.gov.br,True,v=spf1 ip4:170.246.252.0/23 ip4:177.15.129.0/24 ip4:161.148.173.216/32 ip4:161.148.21.0/24 -all,True,True,,False,False,,,False,True
guiadeservicos.gov.br,False,,False,False,,False,False,,,False,False
guiafacilgps.gov.br,False,,False,False,,False,False,,,False,False
hemobras.gov.br,True,v=spf1 ip4:177.221.45.30 include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=quarantine; sp=reject; aspf=s; adkim=s; pct=100; rua=mailto:antispam@hemobras.gov.br; ruf=mailto:gtic.dist@hemobras.gov.br,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAsfW2Drqe+5kR2Xr2p7NErAHr54WarsE5Thkg8pR8NsMCGyInp7mUQWIThplG9HZU7r2wRMNUcAOLe/DL0j0JNSvJUxieyBYkRiTc/3czgQ/XfL2SNQf+rlC1MJtCoFsWSd4P35TjR7ZPbTB0xJB+4rr9ypSpuBrrtGW38FuWSyQ99aeYx7NwKm46Mxx4qkHCw"" ""zpXYQoBDviSq8Bc0M6S7YCuZdtICm+uXKD1Qe4nSrAfdv3lWFrtf30l5O7ktdHzPBAVH+6PIPw3h2KJZ0s5rrM10VSUDtMXS5/2WtMYh0i3dGKv8I7bLRDDdOpN5/NmW2Aq/s8Zw0QH+R8coSg7ZQIDAQAB;",selector1,True,False
historiaeloucura.gov.br,False,,False,False,,False,False,,,False,False
hpiedade.gov.br,False,,False,False,,False,False,,,False,False
hrps.gov.br,False,,False,False,,False,False,,,False,False
