post_title,country,website,group_name,activity,activity_classified,used_fallback,published,discovered,screenshot,post_url
https://www.tongapower.to/,TO,tongapower.to,incransom,Energy,Energy and Utilities,False,2025-10-09 10:00:00,2025-10-09 23:14:02.654151,https://images.ransomware.live/victims/0178ee3348d34c0ed3a8011499878cb9.png,http://incblog6qu4y4mm4zvw5nrmue6qbwtgjsxpw6b7ixzssu36tsajldoad.onion/blog/disclosures/68e83ea6fa0b6f4bdf39ab61
Benedict Industries,AU,benedict industries,incransom,Not Found,Not Found,True,2025-10-09 10:00:00,2025-10-09 23:52:28.365946,https://images.ransomware.live/victims/4d2dca21ea0e55f7c71cbc361d827e53.png,http://incblog6qu4y4mm4zvw5nrmue6qbwtgjsxpw6b7ixzssu36tsajldoad.onion/blog/disclosures/68e84577fa0b6f4bdf3a0b82
NextGen Mold Technologies,CA,nextgen mold technologies,incransom,Manufacturing,Manufacturing Industry,True,2025-10-09 10:00:00,2025-10-09 23:52:38.793751,https://images.ransomware.live/victims/59157ee9a719abcbd16d8533717efee5.png,http://incblog6qu4y4mm4zvw5nrmue6qbwtgjsxpw6b7ixzssu36tsajldoad.onion/blog/disclosures/68e843d9fa0b6f4bdf39f7f8
georgetown-brewing-co,US,georgetown-brewing-co,incransom,Agriculture and Food Production,Agriculture and Food Industry,True,2025-10-09 10:00:00,2025-10-09 23:52:49.059079,https://images.ransomware.live/victims/500f894750218490abef2be6a404b4d2.png,http://incblog6qu4y4mm4zvw5nrmue6qbwtgjsxpw6b7ixzssu36tsajldoad.onion/blog/disclosures/68e841defa0b6f4bdf39d9cd
Churchill Claims Services,US,churchill-claims.com,securotrop,Business Services,Insurance Services,False,2025-10-09 04:00:00,2025-10-10 02:20:14.530587,https://images.ransomware.live/victims/803e55e296e455f81d0ab9e71f8387ab.png,http://securo45z554mw7rgrt7wcgv5eenj2xmxyrsdj3fcjsvindu63s4bsid.onion
Falco Electronics,MX,falco electronics,blackshrantac,Technology,Information Technology,True,2025-10-10 03:39:59.985485,2025-10-10 03:40:36.562718,,http://b2ykcy2gcug4gnccm6hnrb5xapnresmyjjqgvhafaypppwgo4feixwyd.onion/targets/6
Israel Fuel System,IL,israel fuel system,handala,Energy,Energy and Utilities,True,2025-10-10 08:52:00.278991,2025-10-10 08:52:32.718991,https://images.ransomware.live/victims/8df18ac5a320e42031355817317ff919.png,http://vmjfieomxhnfjba57sd6jjws2ogvowjgxhhfglsikqvvrnrajbmpxqqd.onion/?p=504
Carlson Building Maintenance,,carlson building maintenance,akira,Construction,Construction and Engineering,True,2025-10-10 00:00:00,2025-10-10 11:45:26.022801,,
Five Star MechanicalInc.,US,five star mechanicalinc.,akira,Construction,Construction and Engineering,True,2025-10-09 00:00:00,2025-10-10 11:45:30.760307,,
Coal Industry Social Welfare Organisation,GB,ciswo.org.uk,brotherhood,Energy,Non-Profit Organizations,False,2025-10-10 12:36:55.841291,2025-10-10 12:36:57.089383,https://images.ransomware.live/victims/49b41cf61e8e70544fa0387a7989bffc.png,http://brohoodyaifh2ptccph5zfljyajjabwjjo4lg6gfp4xb6ynw5w7ml6id.onion/
Orion Communications and Public Relations,US,orioncommunications-pr.com,brotherhood,Business Services,Business Services,False,2025-10-10 12:37:19.679185,2025-10-10 12:37:22.858530,https://images.ransomware.live/victims/49b41cf61e8e70544fa0387a7989bffc.png,http://brohoodyaifh2ptccph5zfljyajjabwjjo4lg6gfp4xb6ynw5w7ml6id.onion/
Motility Software,US,motilitysoftware.com,brotherhood,Technology,Information Technology,False,2025-10-10 12:37:44.824869,2025-10-10 12:37:46.549796,https://images.ransomware.live/victims/49b41cf61e8e70544fa0387a7989bffc.png,http://brohoodyaifh2ptccph5zfljyajjabwjjo4lg6gfp4xb6ynw5w7ml6id.onion/
UVJ Technologies,US,uvjtech.com,brotherhood,Not Found,Information Technology,False,2025-10-10 12:38:09.060326,2025-10-10 12:38:10.213372,https://images.ransomware.live/victims/49b41cf61e8e70544fa0387a7989bffc.png,http://brohoodyaifh2ptccph5zfljyajjabwjjo4lg6gfp4xb6ynw5w7ml6id.onion/
Kevmor,AU,kevmor.com.au,brotherhood,Not Found,Not Found,True,2025-10-10 12:38:35.236477,2025-10-10 12:38:36.482428,https://images.ransomware.live/victims/49b41cf61e8e70544fa0387a7989bffc.png,http://brohoodyaifh2ptccph5zfljyajjabwjjo4lg6gfp4xb6ynw5w7ml6id.onion/
Sternthal Montigny Greenberg St-Germain,CA,smgs.ca,brotherhood,Not Found,Not Found,True,2025-10-10 12:38:58.392778,2025-10-10 12:38:59.888843,https://images.ransomware.live/victims/49b41cf61e8e70544fa0387a7989bffc.png,http://brohoodyaifh2ptccph5zfljyajjabwjjo4lg6gfp4xb6ynw5w7ml6id.onion/
Momentum Logistics,ZA,momentumlogistics.co.za,brotherhood,Transportation/Logistics,Logistics and Transportation,False,2025-10-10 12:39:21.833750,2025-10-10 12:39:22.803016,https://images.ransomware.live/victims/49b41cf61e8e70544fa0387a7989bffc.png,http://brohoodyaifh2ptccph5zfljyajjabwjjo4lg6gfp4xb6ynw5w7ml6id.onion/
americanhome,,americanhome.com,lynx,Not Found,Retail and Commerce,False,2025-10-07 20:29:49.887000,2025-10-10 13:43:41.590086,https://images.ransomware.live/victims/ef779cc6172af65efcb2940672593c06.png,http://lynxchatly4zludmhmi75jrwhycnoqvkxb4prohxmyzf4euf5gjxroad.onion/leaks/68e5783dcc2d2d4e68407286
Friendly Gus,US,friendlygus.com,sinobi,Not Found,Retail and Commerce,False,2025-10-08 15:50:52.969000,2025-10-10 13:49:20.710923,https://images.ransomware.live/victims/34856ebc9f47b905819bdab4df6bf8fe.png,http://sinobi6ftrg27d6g4sjdt65malds6cfptlnjyw52rskakqjda6uvb7yd.onion/leaks/68e6885c88b6823fa26987e9
Confie,US,confie,SilentRansomGroup,Financial Services,Financial Services,True,2025-10-10 15:37:55.997139,2025-10-10 15:37:58.068005,,
Den Hartogh Logistics,NL,den hartogh logistics,anubis,Transportation/Logistics,Logistics and Transportation,True,2025-10-10 15:39:02.762258,2025-10-10 15:39:25.606234,https://images.ransomware.live/victims/b75fedb715c446736796fe1337518455.png,http://om6q4a6cyipxvt7ioudxt24cw4oqu4yodmqzl25mqd2hgllymrgu4aqd.onion/r/Y7OnM4Gx4xWneD7K1P1EM+uQ9tv6DLI3odLi2TRnzbJIoWesbf+w3pVU9SfCOL6RHTVsrHtWs1Um8jYR1HjjjV2Q3hyTXNO
grupocaparros.com,ES,grupocaparros.com,qilin,Agriculture and Food Production,Agriculture and Food Industry,True,2025-10-10 00:00:00,2025-10-10 16:11:36.571717,https://images.ransomware.live/victims/ce95c4fca443b881b732f36f26f9cc25.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/view?uuid=7c453a39-36e5-37b6-9f26-a98511d7954f
Artan Holding,QA,artanholding.com,qilin,Not Found,Business Services,False,2025-10-10 00:00:00,2025-10-10 17:38:17.396653,https://images.ransomware.live/victims/3881350d483470955b6df02786c67f2b.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/view?uuid=55758ce1-0dce-31b1-ba2e-146262f782be
Brevard Skin,US,brevardskin.com,pear,Healthcare,Healthcare and Medical,False,2025-09-28 00:00:00,2025-10-10 20:17:10.535653,https://images.ransomware.live/victims/fb4ccc7ba94a4f724d6a746a716184c6.png,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/brevardskin
Sunbulah Group,SA,sunbulahgroup.com,sinobi,Agriculture and Food Production,Agriculture and Food Industry,False,2025-10-10 20:13:48.490000,2025-10-10 20:21:40.053231,https://images.ransomware.live/victims/b0a2c2c09d480454b00257d12b0cbd8d.png,http://sinobi6ftrg27d6g4sjdt65malds6cfptlnjyw52rskakqjda6uvb7yd.onion/leaks/68e968fc88b6823fa2758d7b
Central Jersey Medical Center,US,central jersey medical center,sinobi,Healthcare,Healthcare and Medical,True,2025-10-10 20:08:51.214000,2025-10-10 20:22:00.195997,https://images.ransomware.live/victims/736a9eeda8c279e29da9721e828074bf.png,http://sinobi6ftrg27d6g4sjdt65malds6cfptlnjyw52rskakqjda6uvb7yd.onion/leaks/68e967d388b6823fa27586fd
Bellingham Vet Center,US,bellinghamvetcenter.com,sinobi,Healthcare,Healthcare and Medical,True,2025-10-10 20:22:55.503000,2025-10-10 20:23:18.301452,https://images.ransomware.live/victims/26e3fb338ad0066a181acbe1e0e8a332.png,http://sinobi6rlec6f2bgn6rd72xo7hvds4a5ajiu2if4oub2sut7fg3gomqd.onion/leaks/68e96b1f88b6823fa2759a31
Downes,,downesbrokerage.com.au,dragonforce,Not Found,Logistics and Transportation,False,2025-10-10 20:21:10.006868,2025-10-10 20:44:29.650476,,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=7b8043b5-c540-4f65-b5c2-4ae47ce34962
cmlmachinery.com,CA,cmlmachinery.com,safepay,Manufacturing,Manufacturing Industry,False,2025-10-10 21:10:37.428073,2025-10-10 21:10:50.237144,https://images.ransomware.live/victims/b3eaccf59e5eff72cca34d5a863aa66f.png,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/cmlmachinerycom/
ggw.net,CA,ggw.net,safepay,Not Found,Not Found,True,2025-09-03 00:00:00,2025-10-10 21:11:25.051549,https://images.ransomware.live/victims/6786f6e403c69ed60b6e1dfbeed89e00.png,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/ggwnet/
portofuneralhomes.net,US,portofuneralhomes.net,safepay,Consumer Services,Consumer Services,True,2025-10-10 21:11:47.550151,2025-10-10 21:11:59.332022,https://images.ransomware.live/victims/b2a6e40ca1fbe5adbaa1740a3b6d2b76.png,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/portofuneralhomesnet/
glatten.de,DE,glatten.de,safepay,Not Found,Government,False,2025-09-15 00:00:00,2025-10-10 21:12:14.668131,https://images.ransomware.live/victims/f4555f801190c92d07cb99e2e5089917.png,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/glattende/
krne.com,US,krne.com,safepay,Not Found,Not Found,True,2025-10-10 21:12:37.137111,2025-10-10 21:12:48.740035,https://images.ransomware.live/victims/44bc36bc5339980739664a5ecbddbd3d.png,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/krnecom/
bridgenetcommunicationsrgv.com,US,bridgenetcommunicationsrgv.com,safepay,Telecommunication,Telecommunications,False,2025-10-10 21:13:11.711173,2025-10-10 21:13:24.146175,https://images.ransomware.live/victims/ce80d2830881f2536ef27aa5993bec12.png,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/bridgenetcommunicationsrgvcom/
tango-hotel.com.ar,AR,tango-hotel.com.ar,safepay,Not Found,Tourism and Hospitality,False,2025-10-10 21:13:46.378174,2025-10-10 21:13:57.470246,https://images.ransomware.live/victims/899f0cceb9d73564df8fd464b6682fe2.png,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/tango-hotelcomar/
empirico-mr.com,US,empirico-mr.com,safepay,Not Found,Business Services,False,2025-10-10 21:14:19.265896,2025-10-10 21:14:30.846980,https://images.ransomware.live/victims/505c31846f8a83317990e9001e7ad9b9.png,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/empirico-mrcom/
Paleontological Research Institution,US,priweb.org,sinobi,Education,Educational Services,True,2025-10-10 20:30:54.762000,2025-10-10 21:15:25.525753,https://images.ransomware.live/victims/bc5fa1cb22c3af6ed8d15056a8490d82.png,http://sinobi6ftrg27d6g4sjdt65malds6cfptlnjyw52rskakqjda6uvb7yd.onion/leaks/68e96cfe88b6823fa275a2c4
Complete Milling Lab,,completemillinglab.com,sinobi,Manufacturing,Manufacturing Industry,True,2025-10-10 20:27:07.639000,2025-10-10 21:15:44.648500,https://images.ransomware.live/victims/f5a80d70fc5fc30ce3e373b8f9096a5a.png,http://sinobi6ftrg27d6g4sjdt65malds6cfptlnjyw52rskakqjda6uvb7yd.onion/leaks/68e96c1b88b6823fa2759f32
forestry.gov.jm,JM,forestry.gov.jm,devman,Public Sector,Government,False,2025-10-10 21:50:24.259278,2025-10-10 21:50:55.846153,https://images.ransomware.live/victims/ed28def48751c356b494904c502ccd20.png,http://devmanblggk7ddrtqj3tsocnayow3bwnozab2s4yhv4shpv6ueitjzid.onion#forestrygovjm
r******urology.com,,r******urology.com,devman,Healthcare,Healthcare and Medical,True,2025-10-10 21:50:58.581794,2025-10-10 21:51:29.809736,https://images.ransomware.live/victims/270566df26f9edca22f391f278b59cd4.png,http://devmanblggk7ddrtqj3tsocnayow3bwnozab2s4yhv4shpv6ueitjzid.onion#rurologycom
www.ms-security-ltd.com/Cyprus/1.48TB,CY,ms-security-ltd.com/cyprus/1.48tb,kairos,Not Found,Not Found,True,2025-10-10 21:55:36.993578,2025-10-10 21:56:10.693097,https://images.ransomware.live/victims/9236844892bcbbdced6e5f283c5342b0.png,http://nerqnacjmdy3obvevyol7qhazkwkv57dwqvye5v46k5bcujtfa6sduad.onion/detail?code=www-ms-security-ltd-com-cyprus-1-48tb
Express Logistics and Distribution Ltd,GB,eld.bg,dragonforce,Transportation/Logistics,Logistics and Transportation,True,2025-10-11 01:44:59.550447,2025-10-11 01:56:23.637046,https://images.ransomware.live/victims/f9db876c7ed8c1da36bd8f6c25f819a2.png,http://z3wqggtxft7id3ibr7srivv5gjof5fwg76slewnzwwakjuf3nlhukdid.onion/blog/?post_uuid=16ee1a86-1b1f-441a-8d5c-9a67e84bb5d4
Qantas Airways Limited,AU,qantas airways limited,shinyhunters,Transportation/Logistics,Logistics and Transportation,True,2025-10-11 04:33:42.974597,2025-10-11 04:34:16.521037,https://images.ransomware.live/victims/8a8dd9233bbaea17bc7d4c7f28260207.png,http://shinypogk4jjniry5qi7247tznop6mxdrdte2k6pdu5cyo43vdzmrwid.onion/https://limewire.com/d/U7Ubj#l9xSYkRfeX
"Albertsons Companies, Inc.",US,"albertsons companies, inc.",shinyhunters,Agriculture and Food Production,Agriculture and Food Industry,True,2025-10-11 04:34:18.995614,2025-10-11 04:34:53.232026,https://images.ransomware.live/victims/07b2b47ecb60b3e102ddc503a1dc5a7c.png,http://shinypogk4jjniry5qi7247tznop6mxdrdte2k6pdu5cyo43vdzmrwid.onion/https://limewire.com/d/Sqvaz#nxP8CBhDrL
Engie Resources,US,engie resources,shinyhunters,Energy,Energy and Utilities,True,2025-10-11 04:34:55.968932,2025-10-11 04:35:31.829443,https://images.ransomware.live/victims/1df00af241d8f34964ec97d5f7be39ec.png,http://shinypogk4jjniry5qi7247tznop6mxdrdte2k6pdu5cyo43vdzmrwid.onion/https://limewire.com/d/AwjPb#kZfzOr0BIY
RedWanted Alert,,redwanted alert,handala,Not Found,Not Found,True,2025-10-11 07:03:22.233441,2025-10-11 07:03:44.523604,https://images.ransomware.live/victims/4c3385fd6cde9ddfa0c699a7b320c53c.png,http://vmjfieomxhnfjba57sd6jjws2ogvowjgxhhfglsikqvvrnrajbmpxqqd.onion/?p=508
ShapeCorp,US,shapecorp,nova,Manufacturing,Manufacturing Industry,True,2025-10-11 15:46:12.485940,2025-10-11 15:46:55.936659,https://images.ransomware.live/victims/482843c62caf5c7cf2db2673c0d97ee2.png,http://pifk3xu3vad6cuxsjll4qjomyaaaoyvnyqppro75pazadzctrrvpdnyd.onion/#
Maine Oxy,US,maine oxy,anubis,Manufacturing,Manufacturing Industry,True,2025-10-11 16:06:10.289996,2025-10-11 16:07:12.869550,,http://om6q4a6cyipxvt7ioudxt24cw4oqu4yodmqzl25mqd2hgllymrgu4aqd.onion/r/cYEsBnPfSaq4VsASGWRQ+i9aGEHCEl5iBwrvH4aHEHQ3HrczH1bAJYi8fLGk73h9Ki0N8BC56uLM36dyHVNW5PYlROMG40
EPS FUJ Private School UAE,AE,epsfuj.comw,bqtlock,Education,Educational Services,True,2025-10-11 20:27:08.384900,2025-10-11 20:27:35.043646,https://images.ransomware.live/victims/b5a54b64a34de5d7844218183fd5cb70.png,http://yywhylvqeqynzik6ibocb53o2nat7lmzn5ynjpar3stndzcgmy6dkgid.onion
Adore UAE,AE,adoreuae.com,bqtlock,Not Found,Not Found,True,2025-10-11 20:27:37.310939,2025-10-11 20:28:01.448672,https://images.ransomware.live/victims/b5a54b64a34de5d7844218183fd5cb70.png,http://yywhylvqeqynzik6ibocb53o2nat7lmzn5ynjpar3stndzcgmy6dkgid.onion
Citizens' Committee for Children of New York,US,cccnewyork.org,brotherhood,Public Sector,Non-Profit Organizations,False,2025-10-11 20:32:15.903706,2025-10-11 20:32:17.059792,,
Integlia,CA,integlia.ca,brotherhood,Not Found,Financial Services,False,2025-10-11 20:32:39.152280,2025-10-11 20:32:39.960493,,
Streebo,US,streebo,everest,Technology,Information Technology,True,2025-10-10 00:00:00,2025-10-11 23:19:02.246283,https://images.ransomware.live/victims/1043aed4a18b0581dca230899ed56af5.png,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/streebo
Taldor,IL,taldor,nasirsecurity,Technology,Information Technology,True,2025-10-05 00:00:00,2025-10-12 00:03:14.401834,https://images.ransomware.live/victims/5112b230bc54264e297baf463652a8b8.png,http://nasir.cc/pages/taldor.html
UK Rail Services,GB,uk rail services,radiant,Transportation/Logistics,Logistics and Transportation,True,2025-10-12 00:14:53.037111,2025-10-12 00:14:55.257832,,
Retail Texas,,retail texas,radiant,Consumer Services,Consumer Services,True,2025-10-12 00:14:57.310724,2025-10-12 00:14:59.621751,,
Minnesota Hospital,US,minnesota hospital,radiant,Healthcare,Healthcare and Medical,True,2025-10-12 00:15:01.919002,2025-10-12 00:15:03.190811,,
Magna Foodservice,DE,magna foodservice,radiant,Agriculture and Food Production,Agriculture and Food Industry,True,2025-10-12 00:15:06.358656,2025-10-12 00:15:21.202770,https://images.ransomware.live/victims/ea32010ebc6c7adb975f38ea2871bfb0.png,http://trfqksm6peaeyz4q6egxbij5n2ih6zrg65of4kwasrejc7hnw2jtxryd.onion/Magna
Kido Schools,US,kido schools,radiant,Education,Educational Services,True,2025-10-12 00:15:23.121502,2025-10-12 00:15:37.485923,https://images.ransomware.live/victims/518b66acf6d957b4f93d874f86f49de8.png,http://trfqksm6peaeyz4q6egxbij5n2ih6zrg65of4kwasrejc7hnw2jtxryd.onion/kido
Balfour Beatty,US,balfour beatty,incransom,Construction,Construction and Engineering,True,2025-10-12 00:00:00,2025-10-12 00:49:57.530456,https://images.ransomware.live/victims/e9153c1b0d178dff41ef70da4f0e43ca.png,http://incblog6qu4y4mm4zvw5nrmue6qbwtgjsxpw6b7ixzssu36tsajldoad.onion/blog/disclosures/68947485c7b82dfe0b1fd39d
Team Schierl Companies,US,teamschierl.com,qilin,Not Found,Not Found,True,2025-09-05 00:00:00,2025-10-12 02:17:27.569594,https://images.ransomware.live/victims/8ee3c8b5f6a1d9c94b25bb9bcc598482.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/view?uuid=3c2c6aec-b284-3ec1-87e6-cc187699735d
Ministerio de Salud de la Nación argentina,AR,ministerio de salud de la nación argentina,nova,Public Sector,Government,True,2025-10-12 16:08:04.338085,2025-10-12 16:08:45.904277,https://images.ransomware.live/victims/482843c62caf5c7cf2db2673c0d97ee2.png,http://pifk3xu3vad6cuxsjll4qjomyaaaoyvnyqppro75pazadzctrrvpdnyd.onion/#
Sunbelt Design & Development,US,sunbeltdesignanddevelopment.com,sinobi,Not Found,Not Found,True,2025-10-12 20:24:41.136000,2025-10-12 20:42:55.704625,https://images.ransomware.live/victims/c5a4920b2775ec1dfe8a6d187384f956.png,http://sinobi6ftrg27d6g4sjdt65malds6cfptlnjyw52rskakqjda6uvb7yd.onion/leaks/68ec0e8988b6823fa2820a0f
CMF,US,cmf.com,sinobi,Not Found,Non-Profit Organizations,False,2025-10-12 20:20:26.695000,2025-10-12 20:43:15.649617,https://images.ransomware.live/victims/54d1c3f500d6d81656e345592769fbae.png,http://sinobi6ftrg27d6g4sjdt65malds6cfptlnjyw52rskakqjda6uvb7yd.onion/leaks/68ec0d8a88b6823fa282010f
IDB Clinicas,AR,idb clinicas,sinobi,Healthcare,Healthcare and Medical,True,2025-10-12 20:16:22.121000,2025-10-12 20:43:38.123572,https://images.ransomware.live/victims/70be98a6ba46687af03fc8bdf5198812.png,http://sinobi6ftrg27d6g4sjdt65malds6cfptlnjyw52rskakqjda6uvb7yd.onion/leaks/68ec0c9688b6823fa281f98a
Dynamic Precision Sverige,SE,dpnorge.no,qilin,Manufacturing,Manufacturing Industry,False,2025-10-12 00:00:00,2025-10-12 21:48:58.721763,https://images.ransomware.live/victims/0705f7d82d223a69bd6a980204b0281a.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/view?uuid=ca993b69-6fe1-3070-b514-2a34e3716306
Frisquet,FR,frisquet.com,qilin,Manufacturing,Manufacturing Industry,True,2025-09-12 00:00:00,2025-10-12 22:40:55.939544,https://images.ransomware.live/victims/b5cf8986ce5289a0a462f8c07f7d8928.png,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/view?uuid=2b200a55-c6f4-303c-9ac8-7ba779bfe554
Canias ERP,DE,canias.com,coinbasecartel,Technology,Information Technology,False,2025-10-13 09:20:47.506089,2025-10-13 09:20:59.895747,https://images.ransomware.live/victims/4e6e8de39056fc5f5a48549641e98df2.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/canias-2
Legal Boutique,,tbd,coinbasecartel,Business Services,Business Services,True,2025-10-13 09:21:02.358056,2025-10-13 09:21:18.714090,https://images.ransomware.live/victims/19bd9936e1befe0485baac893c97b068.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/legalboutique
Borrowell.com,CA,borrowell.com,coinbasecartel,Financial Services,Financial Services,False,2025-10-13 09:21:40.663259,2025-10-13 09:21:52.672722,https://images.ransomware.live/victims/e7a8818b1b0d1d18ac4926594fc5b422.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/borrowell
Altas Temizlik,TR,altas temizlik,blackshrantac,Not Found,Not Found,True,2025-10-13 10:13:07.425254,2025-10-13 10:13:41.067676,https://images.ransomware.live/victims/4be3324f931c4e3364ec3ed1ef256c32.png,http://jvkpexgkuaw5toiph7fbgucycvnafaqmfvakymfh5pdxepvahw3xryqd.onion/targets/8
Kuehne + Nagel,CH,kuehne-nagel.com,coinbasecartel,Transportation/Logistics,Logistics and Transportation,False,2025-10-13 10:50:51.521743,2025-10-13 10:51:06.301090,https://images.ransomware.live/victims/e251729df2368099291534c2065e1ad2.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/31-billion
dsv.com,DK,dsv.com,coinbasecartel,Transportation/Logistics,Logistics and Transportation,False,2025-10-13 10:51:28.658736,2025-10-13 10:51:41.070738,https://images.ransomware.live/victims/33a2bf37da60ad8d85690662e3af53ad.png,http://fjg4zi4opkxkvdz7mvwp7h6goe4tcby3hhkrz43pht4j3vakhy75znyd.onion/companies/dsv
